Common name,Token number
Alphameprodine,0
Oxabolone,0
Difenoxin,0
Diampromide,0
1-Androstenediol,0
Etoxeridine,0
1-Phenylcyclohexylamine,0
Tenamfetamine,0
Dehydrochloromethyltestosterone,0
Delorazepam,0
Hydromorphinol,0
"17Alpha-methyl-3beta,17beta-dihydroxy-5alpha-androstane",0
Furazabol,0
Benzoylecgonine,0
"3,4,5-Trimethoxyamphetamine",0
Benzethidine,0
Tenocyclidine,0
Clostebol,0
Betacetylmethadol,0
Clonitazene,0
Androstenediol,0
Ecgonine,0
4-Androstenediol,0
Clortermine,0
"4-Methyl-2,5-dimethoxyamphetamine",0
Dextromoramide,0
"5alpha-androstane-3alpha,17beta-diol",0
Desomorphine,0
α-Methylacetylfentanyl,0
Diethylthiambutene,0
Chlorhexadol,0
Carfentanil,0
Androstenedione,0
"4-Bromo-2,5-dimethoxyphenethylamine",0
Acetyldihydrocodeine,0
1-Piperidinocyclohexanecarbonitrile,0
17alpha-methyl-4-hydroxynandrolone,0
Boldenone,0
Allylprodine,0
18-methyl-19-nortestosterone,0
Flunitrazepam,0
Ethyl,0
loflazepate,1
Etryptamine,0
Drotebanol,0
Diprenorphine,0
Rolicyclidine,0
Fenproporex,0
Dihydrocodeine,0
Betameprodine,0
Cloxazolam,0
Bolandiol,0
Alphacetylmethadol,0
Chlorphentermine,0
α-Methylfentanyl,0
Bromazepam,0
Clotiazepam,0
Cathinone,0
Androstanedione,0
1-,0
2-Phenylethyl,2
-4-phenyl-4-acetoxypiperidine,4
hydrate,1
Calusterone,0
Dihydromorphine,0
Methylenedioxyethamphetamine,0
Fludiazepam,0
Codeine-N-oxide,0
Formebolone,0
Ohmefentanyl,0
3-Methylfentanyl,0
Methyl-1-testosterone,0
Benzylmorphine,0
Attapulgite,0
Kaolin,0
Dextroamphetamine,0
Metamfetamine,0
Metrizamide,0
Phendimetrazine,0
Oxprenolol,0
Sulfamerazine,0
Sulfamethazine,0
Liotrix,0
Thyroglobulin,0
Ursodeoxycholic,0
Ketazolam,0
Prazepam,0
Quazepam,0
Everolimus,0
Solifenacin,0
Zinc,0
Cinolazepam,0
Nitrazepam,0
Cilastatin,0
Imipenem,0
Probucol,0
Tiaprofenic,0
Lopinavir,0
Bacampicillin,0
Meticillin,0
Pivampicillin,0
Pivmecillinam,0
Tazobactam,0
Ticarcillin,0
Periciazine,0
Deferasirox,0
Valganciclovir,0
Hydroxychloroquine,0
Amyl,0
Nitrite,1
Erythrityl,0
tetranitrate,1
Acepromazine,0
Aceprometazine,0
Alverine,0
Molindone,0
Phenindamine,0
Pheniramine,0
Pipotiazine,0
Thioproperazine,0
Thiothixene,0
Zuclopenthixol,0
Isopropamide,0
Pargyline,0
Lincomycin,0
Etoricoxib,0
5-fluorouridine,0
SC-74020,0
nonanoate,1
5-O-phosphono-alpha-D-ribofuranosyl,0
diphosphate,1
Deoxy-2-fluoro-beta-D-cellotrioside,0
2-Oxy-4-Hydroxy-5-,0
2-Hydrazinopyridine,2
Phenylalanine,4
"2,2-Dimethylthiazolidine-4-Carboxylic",0
Acid,1
;,2
Dmt,4
Thiazolidine,6
"3,7,11,15-tetramethyl-hexadecan-1-ol",0
Sorbitol,0
N-Methyl-Pyridoxal-5'-Phosphate,0
6-,0
4-,2
{,3
[,4
3-iodobenzyl,7
-3-oxocyclohex-1-en-1-yl,9
],10
amino,11
},12
phenyl,13
"-5-methyl-4,5-dihydropyridazin-3",15
2H,17
-one,19
{,0
4Z,2
-2-,4
[,5
"1R,2R",7
-1-Amino-2-hydroxypropyl,9
-4-,11
[,12
(,13
4-amino-1H-indol-3-yl,14
),15
methylene,16
],17
"-5-oxo-4,5-dihydro-1H-imidazol-1-yl",18
},19
acetic,20
acid,21
methyl,0
beta-D-glucopyranoside,1
Thymidine,0
monophosphate,1
"3,6-dihydroxy-xanthene-9-propionic",0
Genistein,0
N-Acetylmethionine,0
Daxalipram,0
4-thio-beta-D-glucopyranoside,1
7-methyl-GpppA,0
trans-2-hydroxycinnamic,0
"4,6-O-",1
[,2
1R,4
-1-carboxyethylidene,6
],7
-beta-D-galactopyranoside,8
4-hydroxybenzoyl-CoA,0
L-gulonic,0
6-phosphate,2
Roflumilast,0
2-amino-3-,0
[,1
4-hydroxy-6-oxo-3-,2
2-phenyl-cyclopropylimino,4
"-cyclohexa-1,4-dienyl",6
-propionic,8
acid,9
1'-Deazo-Thiamin,0
Diphosphate,1
3-,0
"1,10-Phenanthrol-2-Yl",2
-L-Alanine,4
5-phospho-D-ribosyl,2
-ATP,4
Trans-O-Hydroxy-Alpha-Methyl,0
Cinnamate,1
lambda-bis,0
"2,2'-bipyridine",2
-,4
(,5
5-methyl-2-2'-bipyridine,6
),7
-C9-adamantane,8
ruthenium,9
(,10
II,11
(,0
S,1
),2
-DES-ME-AMPA,3
2H-Benzimidazol-2-amine,0
D-Myo-Inositol-Hexasulphate,0
8-azaguanine,0
Nanaomycin,0
Virginiamycin,0
M1,1
Propyl,0
p-Hydroxymercuribenzoic,0
"2,3-Dihydroxy-Benzoic",0
Uridine-5'-Diphosphate-N-Acetylmuramoyl-L-Alanine,0
[,0
2-,1
1-Amino-2-Hydroxy-Propyl,3
-4-,5
4-Fluoro-1h-Indol-3-Ylmethyl,7
-5-Hydroxy-Imidazol-1-Yl,9
-Acetic,11
Acid,12
Methacrylyl-Coenzyme,0
Trinitrotoluene,0
Fumaric,0
RU84687,0
Trihydrogen,1
Diphosphate,2
Benzene,0
Hexacarboxylic,1
Acid,2
6'-Methyl-Thiamin,0
Chymostatin,0
1-Hydroxy-1-Thio-Glycerol,0
Topiroxostat,0
N,0
N-dimethylarginine,2
beta-Mannobiose,0
P-Cresol,0
Inhibitor,0
Idd,1
384,2
Bis,0
Adenosine,2
-5'-Triphosphate,4
Indole,0
Naphthyridinone,1
Dithioerythritol,0
D-tartaric,0
N-Hydroxy-4-phosphonobutanamide,0
beta-cellotriose,0
Rutin,0
4e,1
-4-Aminohex-4-Enoic,3
Acid,4
AICA,0
ribonucleotide,1
"1,2-Dichloro-Propane",0
2-,0
"3,4-Dihydroxyphenyl",2
Acetic,4
Acid,5
N-,0
2-ferrocenylethyl,2
maleimide,4
"2,4-Dihydroxy-Trans",0
Cinnamic,1
5-Amidino-Benzimidazolyl,2
Methane,4
2-Bromo-6-chloro-purine,0
L-Alfa-Lysophosphatidylcholine,0
Lauroyl,2
Prasterone,0
2-phospho-D-glyceric,0
Porphyrin,0
Fe,1
III,3
"2,3,4,5,6-Pentafluorobenzyl",0
Alcohol,1
3R,1
-4-,3
p-toluenesulfonyl,5
"-1,4-thiazane-3-carboxylicacid-L-phenylalanine",7
ethyl,8
ester,9
UDP-alpha-D-xylose,0
Epsilon-N-methyllysine,0
"7,8-Diamino-Nonanoic",0
2-propenyl-N-acetyl-neuramic,0
-5'-Pentaphosphate,4
Cetrimonium,0
Thio-Maltopentaose,0
2Z,1
-2-,3
Benzoylamino,5
-3-,7
[,8
4-,9
2-bromophenoxy,11
],14
acrylic,15
acid,16
2-hydroxy-1-indanyl,2
],3
-5-,4
2-tertiarybutylaminocarbonyl,7
-4,9
benzo,11
"1,3",13
dioxol-5-ylmethyl,15
),16
-piperazino,17
],18
-4-hydroxy-2-,19
(,20
1-phenylethyl,21
),22
-pentanamide,23
3-,1
3-,3
"3,4-Dimethoxy-Phenyl",5
-1-,7
(,8
1-,9
{,10
1-,11
2-,13
(,14
"3,4,5-Trimethoxy-Phenyl",15
-Butyryl,17
-Piperidin-2yl,19
},20
-Vinyloxy,21
-Propyl,23
],24
-Phenoxy,25
},26
-Acetic,27
Acid,28
L-Threoninol,0
{,1
2-hydroxy-,2
[,3
"1,1'-biphenyl",4
],5
-3-yl,6
},7
"-1H-1,3-benzodiazole-5-carboximidamide",8
2-Aminophenol,0
Isocitric,0
"1,2-dihexadecanoyl-sn-glycero-3-phosphoethanolamine",0
1D-myo-inositol,0
"1,3,4-trisphosphate",1
-wiskostatin,3
"4R,5S,6S,7R",1
"-1,3-dibenzyl-4,7-bis",3
phenoxymethyl,5
"-5,6-dihydroxy-1,3",7
diazepan-2-one,8
L-Phospholactate,0
Oxalyl-Amino,2
-Naphthalene-2-Carboxylic,4
3-Chloroalaninate,0
Dodecanoylamino,3
Propyl,5
],6
(,7
Hydroxy,8
),9
Dimethylammonium,10
Nalpha-,0
2-Naphthylsulfonylglycyl,2
-3-Amidino-D,4
",",5
L-Phenylalanine-Isopropylester,6
Phosphorylcolamine,0
L-alloisoleucine,0
"4-butyl-5-propyl-1,3-selenazol-2-amine",0
CRA_17693,0
3r,1
-1-Acetyl-3-Methylpiperidine,3
Camphor,0
N-Alpha-,0
2-Naphthylsulfonyl,2
-N,4
3-Amidino-L-Phenylalaninyl,6
Isopipecolinic,8
Acid,9
Methyl,10
Ester,11
D-Leucine,0
Coprogen,0
N-Benzyl-4-Sulfamoyl-Benzamide,0
"1,2-Dimethoxyethane",0
1-naphthaleneacetic,0
Tetraiodothyroacetic,0
S-adenosyl-L-homocysteine,0
4-oxo-nicotinamide-adenine,0
dinucleotide,1
phosphate,2
"3,4-Dihydroxy-1-Methylquinolin-2",0
1h,2
-One,4
Isoleucinyl,2
-N'-,4
adenosyl,6
-diaminosufone,8
4-phospho-L-threonic,0
3-Iodo-Tyrosine,0
Kojic,0
2-Methoxy-3-Isopropylpyrazine,0
4-,0
5-,2
2-,4
1-phenyl-ethylamino,6
-pyrimidin-4-yl,8
],9
-1-methyl-4-,10
(,11
3-trifluoromethylphenyl,12
),13
-1H-imidazol-2-yl,14
],15
-piperidine,16
Acetoacetic,0
7-thionicotinamide-adenine-dinucleotide,0
Dalfopristin,0
5-hydroxyindolo,1
"1,2-a",3
],4
quinazolin-7-yl,5
acetic,7
acid,8
Beta-,0
2-Naphthyl,2
-Alanine,4
Hemi-Babim,0
Methylumbelliferyl,0
sialic,1
acid,2
CRA_10991,0
3-,2
"2,3-Dihydroxy-Propylamino",4
-Phenyl,6
-4-,8
(,9
5-Fluoro-1-Methyl-1h-Indol-3-Yl,10
),11
"-Pyrrole-2,5-Dione",12
3-carboxymethyl-3-,2
4-phosphonooxy-benzyl,4
-ureido,6
[,9
3-cyclohexyl-propyl,11
-methyl-carbamoyl,13
butyric,15
Adenosine-5'-Monophosphate,0
Glucopyranosyl-Monophosphate,1
Ester,2
Dihydroxyacetone,0
M-Cresol,0
CoA-S-trimethylene-acetyl-tryptamine,0
8-Aminotheophylline,0
Glycerol,0
2-phosphate,1
Fusicoccin,0
Pyrazolanthrone,0
Pantothenic,0
4-Flourobenzenesulfonamide,0
Dimethylallyl,0
D-Alanine,0
2-methyl-5-methylidenepyrimidin-4-imine,0
"1-Amino-2,3-Dihydroxy-5-Hydroxymethyl",0
Cyclohex-5-Ene,1
Rp,1
-cAMPS,3
Piclamilast,0
Adenylyl-,0
3'-5,2
',3
-uridine,5
3'-monophosphate,6
SB-409513,0
bis,0
molybdopterin,2
tungsten,4
cofactor,5
Phenylboronic,0
Quinolinic,0
2R,1
aminomethyl,5
"-2,4-dihydroxy-5-oxo-3-",7
2-oxoethyl,9
"-2,5-dihydro-1H-imidazol-3-ium",11
Dihydrogen,1
4-Hydroxy-3-Methyl,0
Butyl,1
4-Nitrocatechol,0
4R,1
"-7-Aza-7,8-dihydrolimonene",3
Trimethylammonium,2
Ethyl,4
Thiol,5
2-Ammoniobut-3-Enoate,0
2-Amino-3-Butenoate,2
Monoisopropylphosphorylserine,0
10-decarboxymethylaclacinomycin,0
3Z,3
"-5-Tert-butyl-2-phenyl-1,2-dihydro-3H-pyrazol-3-ylidene",5
-N'-,7
4-chlorophenyl,9
urea,11
Thiarsahydroxy-Cysteine,0
1-Ter-Butyl-3-P-Tolyl-1h-Pyrazolo,0
"3,4-D",2
Pyrimidin-4-Ylamine,4
1-,1
"1-Methyl-4,5-Dioxo-Pent-2-Enylcarbamoyl",3
-2-Phenyl-Ethyl,5
-Carbamic,7
Acid,8
Benzyl,9
Ester,10
"3h-Indole-5,6-Diol",0
"3',5'-diphosphate",1
Pyridoxyl-Glutamic,0
Acid-5'-Monophosphate,1
2-Tridecanoyloxy-Pentadecanoic,0
Nz-,0
Dicarboxymethyl,2
Lysine,4
Castanospermine,0
Threonine-Aspartic,0
Ester,1
O3-Sulfonylgalactose,0
Phosphoenolpyruvate,0
4-,3
2-Acetylamino-2-pentylcarbamoyl-ethyl,5
-naphthalen-1-YL,7
],8
-oxalyl-amino,9
},10
-benzoic,11
acid,12
L-N,0
omega,2
"-Nitroarginine-2,4-L-diaminobutyric",4
amide,5
"4R,5R",1
"-1,2-dithiane-4,5-diol",3
Beta-D-Glucopyranose,0
Spirohydantoin,1
3S,1
-Tetrahydro-3-furanyl,3
{,4
"2S,3S",6
"2S,4R",11
-4-,13
{,14
(,15
"1S,2R",16
),17
-2-,18
[,19
S,21
-amino,23
(,24
hydroxy,25
),26
methoxy,27
],28
"-2,3-dihydro-1H-inden-1-yl",29
},30
-2-benzyl-3-oxo-2-pyrrolidinyl,31
],32
-3-hydroxy-1-phenyl-2-butanyl,33
},34
carbamate,35
2-amino-8-methyl-4,0
1H,2
-quinazolinone,4
N-Butyl,0
Isocyanide,1
"2,3,5,6-Tetrafluoro-4-Methoxy-Benzamide",0
Methylamine,0
Desulfo-coenzyme,0
AP-22408,0
Tryptophanyl-5'amp,0
Hydroxy-,2
Methyl-Phosphinoyl,4
-3-Oxo-Butanoic,7
Canavanine,0
"9R,10R",1
-9-,3
S-glutathionyl,5
"-10-hydroxy-9,10-dihydrophenanthrene",7
4R-Fluoro-N6-ethanimidoyl-L-lysine,0
4-,1
6-Chloro-Naphthalene-2-Sulfonyl,3
-Piperazin-1-Yl,5
-,7
"3,4,5,6-Tetrahydro-2h-",9
[,10
"1,4",11
',12
],13
Bipyridinyl-4-Yl,14
-Methanone,16
O-acetyl-L-serine,0
"6,4'-Dihydroxy-3-Methyl-3',5'-Dibromoflavone",0
Propylene,0
glycol,1
2-Deoxy-D-Glucitol,0
6-,1
E,3
-Vinylhomophosphonate,5
"4,6-Dideoxyglucose",0
3'-Phosphate-Adenosine-5'-Diphosphate,0
"5S,7R,8S,9S,10R",1
"-3-Amino-8,9,10-trihydroxy-7-",3
hydroxymethyl,5
"-6-oxa-1,3-diazaspiro",7
4.5,9
"decane-2,4-dione",11
N-dimethylformamide,2
Oxidized,0
coenzyme,1
A,2
N-Carbamyl-D-Valine,0
Dihydrouracil,0
"2S,3S,8S,9S",1
"-3-amino-9-methoxy-2,6,8-trimethyl-10-phenyldeca-4,6-dienoic",3
acid,4
Tetrabutylammonium,0
Ion,1
Kaempherol,0
Bacteriochlorophyll,0
5-Bromonicotinamide,0
5-,0
Hydroxy-Methyl-Amino,2
-3-Methyl-Pyrrolidine-2-Carboxylic,4
Pimelic,0
Phosphoaspartate,0
4-Fluorobenzyl,3
Cyclobutyl,5
Methyl,7
1s,9
-1-,11
Oxo,13
1h-Pyrazol-5-Ylamino,15
Acetyl,17
Pentylcarbamate,19
4-CDP-2-C-methyl-D-erythritol,0
Cordycepin,0
Triphosphate,1
Uridine,0
glucose,2
Isopropyl,0
beta-D-thiogalactopyranoside,1
Inositol,0
"1,3,4,5-Tetrakisphosphate",1
5'-Guanosine-Diphosphate-Monothiophosphate,0
6-Aminopyridin-3-Yl,2
-N-Methyl-N-,4
1-Methyl-1h-Indol-2-Yl,7
Methyl,9
Acrylamide,11
RU79256,0
Glycyl-L-a-Aminopimelyl-E-,0
D-2-Aminoethyl,2
Phosphonate,4
"1,4-dithio-alpha-D-glucopyranose",0
1-Benzyl-3-Hydroxy-2-Oxo-Propylcarbamoyl,3
2-deoxy-2-acetamido-beta-D-galactose-4-sulfate,0
Epothilone,0
Tropinone,0
8-azaxanthine,0
5-Amidino-2-Benzimidazolyl,2
Methanone,4
N-Hydroxy,0
1n,1
4-Methoxyphenyl,3
Sulfonyl-4-,5
Z,7
",",8
E-N-Methoxyimino,9
Pyrrolidine-2r-Carboxamide,11
Benzophenone,0
Methyl-,5
[,6
2-,7
Naphthalene-2-Sulfonylamino,9
-5-,11
(,12
Naphthalene-2-Sulfonyloxy,13
-Benzoyl,15
],16
-Amino,17
},18
-Succinicacid,19
"3,4-Dihydroxycinnamic",0
"2-Methylpentane-1,2,4-Triol",0
2s,1
-2-Amino-4-,3
Methylsulfanyl,5
"-1-Pyridin-2-Ylbutane-1,1-Diol",7
Sulfanylacetyl,2
Tyrosylprolylmethioninamide,4
2-Amino-3-Methyl-1-Pyrrolidin-1-Yl-Butan-1-One,0
D-Galctopyranosyl-1-On,0
N-,2
"2,5-O-Dibenzyl-glucaryl",4
-DI-,6
[,7
1-amino-indan-2-OL,8
Trans-4-Aminocyclohexylamino,4
-3-Isopropylpyrazolo,6
"1,5-a",8
Pyrimidin-7-Ylamino,10
],11
-N,12
",",13
N-Dimethylbenzenesulfonamide,14
"16,17-Androstene-3-Ol",0
N-Bis,2
3-,4
D-gluconamido,6
propyl,8
deoxycholamide,10
Tl-3-093,0
Hyperforin,0
N6-Benzyl,0
Adenosine-5'-Diphosphate,1
Aspartyl-Adenosine-5'-Monophosphate,0
M-Aminophenylboronic,0
2f-Benzothiazolyl,2
-5-Styryl-3-,4
4f-Phthalhydrazidyl,6
Tetrazolium,8
Chloride,9
"2S,3S",1
-2-azanyl-3-methyl-pentanedioic,3
Nd1-Phosphonohistidine,0
Sucrosofate,0
"1-Ethyl-Pyrrolidine-2,5-Dione",0
5-Bromo-2'-deoxyuridine,0
5'-,1
dihydrogen,3
phosphate,4
2-Hydroxy-5-Methoxy-Phenyl,2
-1h-Benzoimidazole-5-Carboxamidine,4
5-amino-7-hydroxy-,2
"1,2,3",4
triazolo,6
"4,5-d",8
pyrimidin-2-yl,10
benzoic,12
acid,13
RU85493,0
Alpha-Cyclodextrin,0
Cyclohexa-Amylose,2
Sinefungin,0
N-Methylmesoporphyrin,0
"2,2':6',2",0
'',1
-Terpyridine,2
Platinum,3
Ii,5
D-glucose,0
S-Hydroxycysteine,0
Putrescine,0
Methyltelluro,1
],2
Acetate,3
Pentanal,0
1-O-,0
O-Nitrophenyl,2
-Beta-D-Galactopyranose,4
Xylose-derived,0
lactam,1
oxime,2
Maltosyl-Alpha,0
"1,4",2
"-D-Gluconhydroximo-1,5-Lactam",4
L-Xylulose,0
5-Phosphate,1
Benzhydroxamic,0
"2'-Chloro-Biphenyl-2,3-Diol",0
Carboxymycobactin,0
Duroquinone,0
"5-Chloryl-2,4,6-quinazolinetriamine",0
"2,4-Dihydroxy-3,3-Dimethyl-Butyrate",0
"5,7-Dichlorokynurenic",0
5-Methylpyrrole,0
7-Hydroxystaurosporine,0
Arylomycin,0
A2,1
1r,4
-1-Benzyl-2-Sulfanylethyl,6
Amino,8
},9
-3-Oxopropanoic,10
Acid,11
alpha-D-arabinofuranose,0
Guanosine-2'-monophosphate,0
L-Histidine,0
Beta,1
Naphthylamide,2
5-Amidino-Benzimidazole,0
Balanol,0
Analog,1
2,2
LG-100268,0
Formic,0
-blebbistatin,3
4-Carbamoyl-1-Beta-D-Ribofuranosyl-Imidazolium-5-Olate-5'-Phosphate,0
Bisindolylmaleimide,0
VIII,1
RU78262,0
"2,6-Dichlorophenyl",2
"2,4-Difluorophenyl",6
"-7-Piperidin-4-Yl-3,4-Dihydroquinolin-2",8
1h,10
-One,12
"2-Amino-N,3,3-Trimethylbutanamide",0
AR-AO-14418,0
Gpi-1046,0
1,0
N6-Ethenoadenine,2
of,1
P38,2
Kinase,3
Rolipram,0
"1,4-Butanediol",0
Taurine,0
3-Chlorophenol,0
4-Tert-Butylphenylsulfanyl,2
"-2,4-Quinazolinediamine",4
"3,5-Dimethyl-1-",0
3-Nitrophenyl,2
-1h-Pyrazole-4-Carboxylic,4
Ethyl,6
Ester,7
"7-methyl-7,8-dihydroguanosine-5'-diphosphate",0
Cytidine,0
3'-monophosphate,1
Phosphonotyrosine,0
Phenylethane,0
Boronic,1
AL5424,0
2'-Deoxyuridine,0
5'-alpha,1
beta-imido-triphosphate,3
Di-Stearoyl-3-Sn-Phosphatidylethanolamine,0
"7ar,12as,12bs",5
"-7-Oxo-1,3,4,6,7,7a,12a,12b-Octahydroindolo",7
"2,3-a",9
Quinolizin-12,11
2h,13
-Yl,15
Propyl,17
Propane-2-Sulfonamide,19
2-Thioethenamine,0
Trifluoroacetonyl,0
Hg9a-9,0
Nonanoyl-N-Hydroxyethylglucamide,2
trans-urocanic,0
Guanosine-5'-Monophosphate,0
O-Benzylsulfonyl-Serine,0
2-Amino-3-,0
Amino-Carboxy-Methyl,4
"-2,3-Dihydro-Isoxazol-3-Ylsulfanyl",6
-Propionic,8
AMPCPR,0
Aminoanthracene,0
N-Phenylcarbamyl,2
-2-Naphthalenecarboxamidine,4
"7,9-Dimethylguanine",0
alpha-D-mannoside,1
Para-Iodo-D-Phenylalanine,0
Hydroxamic,1
"3,6-Anhydro-2-",0
hydrogen,2
sulfate,3
-alpha-D-galactopyranose,5
D-Mannuronic,0
2,0
S,2
-Amino-6-Boronohexanoic,4
4S,1
-5-,3
1S,7
-1-Carboxy-2-cyclohexylethyl,9
],12
[,14
[,15
2S,17
-2-,19
[,20
[,21
(,22
3R,23
),24
-4-cyclohexyl-2-oxo-3-,25
(,26
phenylmethoxycarbonylamino,27
),28
butanoyl,29
],30
amino,31
-5-,33
(,34
diaminomethylideneamino,35
),36
pentanoyl,37
],38
amino,39
],40
-5-oxopentanoic,41
acid,42
N-acetyl-L-arginine,0
3-Fluoro-2-Methyl-Aniline,0
Cocarboxylase,0
6,0
S,3
-3-Benzylpiperazin-1-Yl,5
Naphthalen-2-Yl,9
Pyridin-4-Yl,13
Pyrazine,15
N-,1
{,2
1R,5
{,9
1-,10
[,11
benzyloxy,13
carbonyl,15
-L-prolyl-6-ammonio-L-norleucyl,17
amino,19
),20
-2-phenylethyl,21
],22
(,23
hydroxy,24
),25
phosphoryl,26
},27
-L-alanyl-L-prolinate,28
Cholesterol,0
TU-514,0
Coenzyme,0
5'-Phosphopyridoxyl,2
-D-Alanine,4
Pyrido,2
"1,2-E",4
Purin-4-Yl,6
Amino-Ethanol,8
5-methylcytidine,0
5'-monophosphate,1
3-Methylpyridine,0
3-Bromo-7-Nitroindazole,0
"3,4-Dihydroxy-2-Hydroxymethyl-5-",2
2-Hydroxy-Nonyl,4
-Tetrahydro-Furan-2-Yloxy,6
-6-Hydroxymethyl-Tetra,8
"Hydro-Pyran-3,4,5-Triol",9
"5,10,15,20-Tetrakis",0
4-Sulpfonatophenyl,2
"-21h,23h-Porphine",4
4-Morpholin-4-Yl-Phenylsulfanyl,2
2-Aminoprop-2-Enamide,0
Aminomethyl,2
-6-,4
"2,4-Dichlorophenyl",6
-2-,8
"3,5-Dimethoxyphenyl",10
Pyrimidin-4-Amine,12
2-Oxo-3-Pentenoic,0
Br-Coeleneterazine,0
alpha-D-glucose,0
6-phosphate,1
2-Fluorobenzyl,2
-3-Butyl-8-,4
N-Acetyl-4-Aminobenzyl,6
-Xanthine,8
L-756423,0
Staurosporine,0
Phosphonoacetyl,2
-L-Ornithine,4
azide,1
hydrate,2
2-Fluoro-5-,2
1E,5
3-hydroxy-2-,9
methoxycarbonyl,11
phenoxy,13
-1-propen-1-yl,15
},16
phenyl,17
"-1,2-oxazole-3-carboxylic",19
acid,20
Dihydrofolic,0
R048-8071,0
Imidazole-Derived,0
Cellobiose,1
Amido,0
Phenyl,1
Pyruvic,2
Acid,3
Acetyl,0
Dithranol,1
Alrestatin,0
Fidarestat,0
4-Amino-5-Hydroxymethyl-2-Methylpyrimidine,0
8-oxo-dGMP,0
3-phenylpropionic,0
ACV,0
tripeptide,1
Furo,0
"2,3d",2
Pyrimidine,4
Antifolate,5
4S,3
-4-Amino-5-,5
2-aminoethyl,8
amino,10
pentyl,12
},13
-N'-nitroguanidine,14
"1R,2R,3S,4R,6S",1
"-3,4,6-Trihydroxy-5-",3
S,7
-hydroxy,9
3-hydroxy-2-oxopropoxy,11
phosphoryl,13
oxy,15
"-1,2-cyclohexanediyl",17
bis,18
dihydrogen,20
(,21
phosphate,22
),23
N-Cyclohexyl-N'-,0
4-Iodophenyl,2
Urea,4
Alpha-Ribazole-5'-Phosphate,0
6S,1
"-5,6,7,8-tetrahydrofolic",3
Epicaptopril,0
3-Cyclopropyl,2
"5,6,7,8,9,10-Hexahydro-2-Oxo-2h-Cycloocta",4
B,6
Pyran-3-Yl,8
Phenylbenzensulfonamide,12
Tridolgosir,0
Hexadecanesulfonyl,0
fluoride,1
"3,4-Dihydro-3-Oxo-2h-Benzo",2
B,4
"1,4",7
Thiazin-2-Yl,9
-N-Hydroxyacetamide,11
"2,5-Diaminopyrimidin-4,6-diol",0
D-,0
3-hydroxy-2-methyl-5-phosphonooxymethyl-pyridin-4-ylmethyl,2
O-cycloserylamide,6
S-Acetyl-Cysteine,0
Isoluminol,0
2-,2
2-,6
2-Methoxy-Ethoxy,8
-Ethoxy,10
-Ethoxy,12
-Ethoxy,14
-Ethanol,16
"1,2-Dipalmitoyl-Phosphatidyl-Glycerole",0
aminomethyl,4
benzyl,6
acetamidine,8
Amylamine,0
Furan-2-Yl,3
Carbonyl,5
S,9
-Leucyl-,11
R,13
-,15
[,16
1-Amino-2,17
(,18
1h-Indol-3-Yl,19
Ethyl,21
-Phosphonic,23
Acid,24
+,1
4-biphenyl,5
propionic,7
"1,2,4-Triazole-Carboxamidine",0
4-,4
4-Chloro-Phenoxy,6
-Benzenesulfonyl,8
-Tetrahydro-Pyran-4-Yl,10
},11
-N-Hydroxy-Acetamide,12
4-Nitrophenyl,0
3S,2
-3-,4
{,6
N-,7
benzyloxy,10
carbonyl,12
-L-phenylalanyl,14
},15
amino,16
-5-phenyl-1-pentanesulfonate,18
Indirubin-3'-monoxime,0
Ribose-5-phosphate,0
Gabaculine,0
N-Butyl-Benzenesulfonamide,0
Prostaglandin,0
D2,1
-AMPA,3
1-formylpiperazin-4-yl,4
-benzylidenyl,6
-2-indolinone,8
Adenosine-5-Diphosphoribose,0
Cyclohexanone,0
Cellobiose,0
1-Aminoethyl,5
Phosphoryl,10
-2-,12
"1,1'-Biphenyl-4-Ylmethyl",14
Propanoyl,16
Alanine,18
CRA_16847,0
4-Deoxylactose,0
N7-Methyl-Formycin,0
Triglu-5-formyl-tetrahydrofolate,0
Delta-Amino,0
Valeric,1
2-Flouro-Benzyl,2
-4-Sulfamoyl-Benzamide,4
Kynurenine,0
WAY-151693,0
"-4,7-Dihydro-5h-Thieno",4
"2,3-C",6
Thiopyran-3-Carboxylic,8
Biliverdine,0
IX,1
Alpha,2
Butenoic,0
"2R,3R,4S,5S",2
"-3,4-Dihydroxy-5-",4
"4-oxo-4,5-dihydro-1H-pyrrolo",6
"3,2-d",8
pyrimidin-7-yl,10
-2-pyrrolidinyl,12
methyl,14
dihydrogen,15
phosphate,16
6-phospho-D-gluconic,0
-nitroarginine-,4
4R,6
-amino-L-proline,8
amide,9
Triglyme,0
Aminooxyacetic,0
2-Methoxyethoxy,6
Ethoxy,8
Ethoxy,10
-4-,12
"1,1,3,3-Tetramethylbutyl",14
Benzene,16
Bis-Benzamidine,0
Phosphoaminophosphonic,0
guanylate,2
ester,3
N-dimethylglycine,2
CRA_17312,0
1-Aminocyclopropanecarboxylic,0
"3,4-Dihydroxy-Phenyl",1
-Triphenyl-Arsonium,3
"3,5-Difluorobenzenesulfonamide",0
Norleucine,0
Phosphonate,1
CP-526423,0
A,0
Disubstituted,1
Succinyl,2
Caprolactam,3
Hydroxymate,4
Mmp3inhibitor,5
"2,4-Dimethyl-Thiazol-5-Yl",2
-Pyrimidin-2-Ylamine,4
Cholesteryl,0
Linoleate,1
5-phospho-D-arabinohydroxamic,0
